OTUID	Mean	Taxonomy
OTU_3248	0.001	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus_sediminis
OTU_3249	0.001	k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp17;o__Bacillales;f__Alicyclobacillaceae;g__Gp17;s__Tumebacillus_flagellatus
OTU_3250	0.002	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Desulfuromonas;s__Desulfuromonas_michiganensis
OTU_3251	0.001	k__Bacteria;p__Verrucomicrobia;c__Subdivision3;g__Subdivision3_genera_incertae_sedis;s__Limisphaera_ngatamarikiensis
OTU_3252	0.005	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas_astaxanthinifaciens
OTU_3253	0.001	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium_IV;s__Clostridium_cellulosi
OTU_3254	0.001	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Fodinicurvata;s__Fodinicurvata_fenggangensis
OTU_3255	0.001	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Clostridium_sensu_stricto;s__Clostridium_putrefaciens
OTU_3257	0.001	k__Bacteria;p__Chloroflexi;c__Actinobacteria;o__Thermomicrobiales;f__Thermomicrobiaceae;g__Thermomicrobium;s__Thermomicrobium_carboxidum
OTU_3258	0	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Roseiflexus;s__Roseiflexus_castenholzii
OTU_3260	0.01	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia_phymatum
OTU_3261	0.001	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Owenweeksia;s__Owenweeksia_hongkongensis
OTU_3262	0.001	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Methylobacterium;s__Syntrophobacter_wolinii
OTU_3263	0.001	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Jatrophihabitans;s__Jatrophihabitans_endophyticus
OTU_3264	0.001	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Ureibacillus;s__Ureibacillus_thermosphaericus
OTU_3265	0.001	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides_ultimimeridianus
OTU_3266	0.002	k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;g__Gp6
OTU_3267	0.001	k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp1;g__Gp1;s__Terriglobus_saanensis
OTU_3268	0.001	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Catabacteriaceae;g__Catabacter;s__Catabacter_hongkongensis
OTU_3269	0.001	k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp13;g__Gp13
OTU_3271	0	k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Gp3;s__Thermoanaerobaculum_aquaticum
OTU_3272	0.001	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Oscillochloridaceae;g__Oscillochloris;s__Caldilinea_aerophila
OTU_3273	0.001	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lewinella;s__Lewinella_agarilytica
OTU_3275	0.001	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Caldilineales;f__Caldilineaceae;g__Litorilinea;s__Litorilinea_aerophila
OTU_3276	0.001	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__Rickettsia_conorii
OTU_3278	0.001	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Prolixibacter;s__Prolixibacter_bellariivorans
OTU_3280	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella;s__Chloroherpeton_thalassium
OTU_3281	0.001	k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Thermogutta;s__Thermogutta_hypogea
OTU_3282	0.001	k__Bacteria;p__Chloroflexi;c__Actinobacteria;o__Caldilineales;f__Caldilineaceae;g__Caldilinea;s__Caldilinea_aerophila
OTU_3283	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Chloroplast;g__Streptophyta;s__Desulfovibrio_giganteus
OTU_3284	0.003	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Desulfuromonas;s__Desulfatiglans_parachlorophenolica
OTU_3285	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiales_incertae_sedis;g__Methylobrevis;s__Methylobrevis_pamukkalensis
OTU_3286	0.001	k__Bacteria;p__Proteobacteria;c__Actinobacteria;o__Myxococcales;f__Gaiellaceae;g__Gaiella;s__Gaiella_occulta
OTU_3287	0.001	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae;g__Desulfobacca;s__Desulfobacca_acetoxidans
OTU_3288	0.002	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Romboutsia;s__Romboutsia_ilealis
OTU_3289	0	k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp13;o__Rhizobiales;f__Deinococcaceae;g__Gp13;s__Granulicella_paludicola
OTU_3291	0.012	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Microvirga;s__Microvirga_flocculans
OTU_3292	0.001	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Geobacter;s__Haliangium_tepidum
OTU_3293	0.001	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Geobacter;s__Puniceicoccus_vermicola
OTU_3296	0.001	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Nitrolancea;s__Nitrolancea_hollandica
OTU_3297	0	k__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi
OTU_3298	0.001	k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Thermogutta;s__Thermogutta_hypogea
OTU_3300	0.001	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria_incertae_sedis;f__Sinobacteraceae;g__Thiohalorhabdus;s__Thiohalorhabdus_denitrificans
OTU_3301	0.003	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium_III;s__Clostridium_papyrosolvens
OTU_3302	0.001	k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Rhodopirellula;s__Rhodopirellula_rubra
OTU_3303	0.001	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Desulfoglaeba;s__Desulfoglaeba_alkanexedens
OTU_3304	0.002	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__Haliangium;s__Haliangium_ochraceum
OTU_3305	0.001	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfatitalea;s__Desulfatitalea_tepidiphila
OTU_3306	0.001	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geoalkalibacter;s__Geoalkalibacter_ferrihydriticus
OTU_3310	0.001	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XVII;g__Thermaerobacter;s__Thermaerobacter_composti
OTU_3311	0.001	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Oscillochloridaceae;g__Oscillochloris;s__Halomonas_jeotgali
OTU_3312	0	k__Bacteria;p__Chloroflexi;c__Actinobacteria;o__Thermomicrobiales;f__Thermomicrobiaceae;g__Thermomicrobium;s__Thermomicrobium_carboxidum
OTU_3314	0.001	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodomicrobium;s__Pseudochelatococcus_lubricantis
OTU_3316	0.001	k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae;g__Parachlamydia;s__Parachlamydia_acanthamoebae
OTU_3317	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales;f__Gemmatimonadaceae;g__Gemmatimonas;s__Gemmatimonas_aurantiaca
OTU_3318	0.001	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Syntrophobacter;s__Syntrophobacter_wolinii
OTU_3319	0.001	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptosporangiaceae;g__Microbispora;s__Microbispora_hainanensis
OTU_3320	0.003	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__Chondromyces;s__Chondromyces_crocatus
OTU_3321	0.001	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Rhizorhabdus;s__Rhizorhabdus_argentea
OTU_3322	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Syntrophobacter;s__Syntrophobacter_pfennigii
OTU_3323	0	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__Treponema_stenostreptum
OTU_3324	0.001	k__Bacteria;p__Elusimicrobia;c__Endomicrobia;o__Clostridiales;f__Paenibacillaceae_1;g__Candidatus_Endomicrobium;s__Hyphomicrobium_nitrativorans
OTU_3325	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Rhizobiales;f__Desulfuromonadaceae;g__Desulfovibrio;s__Rhodoligotrophos_appendicifer
OTU_3326	0.001	k__Bacteria;p__Parcubacteria;c__Subdivision5;o__Enterobacteriales;f__Enterobacteriaceae;g__Parcubacteria_genera_incertae_sedis;s__Salmonella_enterica_subsp._arizonae
OTU_3327	0.003	k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae;g__Parachlamydia;s__Parachlamydia_acanthamoebae
OTU_3328	0.007	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Gaiellales;f__Gaiellaceae;g__Gaiella;s__Gaiella_occulta
OTU_3329	0.001	k__Bacteria;p__Verrucomicrobia;c__Subdivision5;o__Actinomycetales;f__Streptomycetaceae;g__Subdivision5_genera_incertae_sedis;s__Roseibacillus_ishigakijimensis
OTU_3330	0.001	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Syntrophobacter;s__Syntrophobacter_pfennigii
OTU_3331	0	k__Bacteria;p__candidate_division_WPS-2;c__Clostridia;o__Desulfovibrionales;f__Thermoanaerobacteraceae;g__WPS-2_genera_incertae_sedis;s__Syntrophaceticus_schinkii
OTU_3332	0	k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Thermogemmatisporales;f__Thermogemmatisporaceae;g__Thermogemmatispora;s__Thermogemmatispora_foliorum
OTU_3333	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Clostridiales;f__Syntrophomonadaceae;g__Gp5;s__Desulfomicrobium_baculatum
OTU_3334	0.001	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aurantimonadaceae;g__Aureimonas;s__Aureimonas_frigidaquae
OTU_3335	0.001	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Magnetococcus;s__Magnetococcus_marinus
OTU_3336	0.001	k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp7;g__Gp7
OTU_3339	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Microvirga;s__Phreatobacter_oligotrophus
OTU_3341	0.001	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Thiobacillus;s__Castellaniella_caeni
OTU_3343	0.001	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Coxiellaceae;g__Coxiella;s__Coxiella_burnetii
OTU_3344	0.001	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Geobacter;s__Anaeromyxobacter_dehalogenans
OTU_3346	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Rhizobiales;f__Bdellovibrionaceae;g__Bdellovibrio;s__Bdellovibrio_bacteriovorus
OTU_3347	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Lactobacillales;f__Pasteurellaceae;g__Saccharibacteria_genera_incertae_sedis;s__Diplorickettsia_massiliensis
OTU_3349	0.001	k__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Melioribacter;s__Melioribacter_roseus
OTU_3350	0.007	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__Haliangium;s__Haliangium_tepidum
OTU_3351	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pandoraea;s__Burkholderia_symbiotica
OTU_3352	0.001	k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3;s__Paludibaculum_fermentans
OTU_3353	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Hyphomicrobiaceae;g__Aeromonas;s__Aeromonas_salmonicida_subsp._achromogenes
OTU_3354	0.002	k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__Ktedonobacter;s__Ktedonobacter_racemifer
OTU_3355	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Stella;s__Stella_vacuolata
OTU_3356	0.001	k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp1;o__Holophagales;f__Holophagaceae;g__Gp1;s__Geothrix_fermentans
OTU_3357	0.001	k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Thermomicrobiales;f__Thermomicrobiaceae;g__Thermomicrobium;s__Thermomicrobium_carboxidum
OTU_3358	0.011	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__Massilia_varians
OTU_3359	0	k__Bacteria;p__Elusimicrobia;c__Endomicrobia;o__Selenomonadales;f__Veillonellaceae;g__Candidatus_Endomicrobium;s__Acidaminococcus_fermentans
OTU_3360	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Nitrospiraceae;g__Latescibacteria_genera_incertae_sedis;s__Desulfuromusa_ferrireducens
OTU_3361	0.001	k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp23;g__Gp23;s__Thermoanaerobaculum_aquaticum
OTU_3362	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides_bigeumensis
OTU_3363	0.001	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Gaiellales;f__Gaiellaceae;g__Gaiella;s__Gaiella_occulta
OTU_3365	0.001	k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Thermodesulfovibrio;s__Thermodesulfovibrio_hydrogeniphilus
OTU_3366	0.001	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Herpetosiphon;s__Roseiflexus_castenholzii
OTU_3367	0.001	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Porphyromonas_somerae
OTU_3368	0.002	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Phaeospirillum;s__Phaeospirillum_fulvum
OTU_3369	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Rhodococcus;s__Rhodococcus_pyridinivorans
OTU_3370	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio_giganteus
OTU_3372	0.002	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Altererythrobacter;s__Altererythrobacter_atlanticus
OTU_3373	0.001	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__Gemmatimonas_aurantiaca
OTU_3374	0	k__Bacteria;p__Candidatus_Saccharibacteria;g__Saccharibacteria_genera_incertae_sedis
OTU_3375	0.003	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methyloparacoccus;s__Methyloparacoccus_murrellii
OTU_3376	0	k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Phycisphaera;s__Phycisphaera_mikurensis
OTU_3378	0.055	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia/Shigella;s__Escherichia_fergusonii
OTU_3380	0.001	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Craurococcus;s__Craurococcus_roseus
OTU_3381	0.001	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales;f__Conexibacteraceae;g__Conexibacter;s__Conexibacter_woesei
OTU_3382	0.001	k__Bacteria;p__Chloroflexi;c__Ardenticatenia;o__Ardenticatenales;f__Ardenticatenaceae;g__Ardenticatena;s__Ardenticatena_maritima
OTU_3384	0	k__Bacteria;p__Armatimonadetes;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__Armatimonadetes_gp5;s__Fimbriimonas_ginsengisoli
OTU_3385	0.001	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfatiglans;s__Desulfatiglans_parachlorophenolica
OTU_3386	0	k__Bacteria;p__candidate_division_WPS-2;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__WPS-2_genera_incertae_sedis;s__Pelobacter_seleniigenes
OTU_3387	0.001	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Desulfomonile;s__Desulfomonile_limimaris
OTU_3388	0.001	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_1;g__Bacillus;s__Bacillus_mannanilyticus
OTU_3389	0.001	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__Crocinitomix;s__Crocinitomix_catalasitica
OTU_3390	0	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Parcubacteria_genera_incertae_sedis;s__Helicobacter_hepaticus
OTU_3391	0.001	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Desulfuromonas;s__Phycisphaera_mikurensis
OTU_3392	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_helcogenes
OTU_3393	0	k__Bacteria;p__SR1;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__SR1_genera_incertae_sedis;s__Hymenobacter_yonginensis
OTU_3394	0.001	k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp11;o__Clostridiales;f__Syntrophomonadaceae;g__Gp11;s__Syntrophomonas_cellicola
OTU_3395	0.036	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodospirillaceae;g__Novispirillum;s__Novispirillum_itersonii_subsp._nipponicum
OTU_3396	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium_III;s__Clostridium_clariflavum
OTU_3397	0	k__Bacteria;p__Chloroflexi;c__Ardenticatenia;o__Ardenticatenales;f__Ardenticatenaceae;g__Ardenticatena;s__Ardenticatena_maritima
OTU_3398	0.001	k__Bacteria;p__Proteobacteria;c__Bacilli;o__Bacillales;f__Helicobacteraceae;g__Meiothermus;s__Tepidimonas_ignava
OTU_3399	0.001	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Herpetosiphonales;f__Herpetosiphonaceae;g__Herpetosiphon;s__Roseiflexus_castenholzii
OTU_3400	0	k__Bacteria;p__Chloroflexi;c__Caldilineae;o__Caldilineales;f__Caldilineaceae;g__Caldilinea;s__Caldilinea_aerophila
OTU_3401	0	k__Bacteria;p__Proteobacteria;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Thermodesulfovibrio;s__Thermoflexus_hugenholtzii
OTU_3402	0.001	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Syntrophobacter;s__Syntrophobacter_wolinii
OTU_3403	0.001	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Silanimonas;s__Pseudoxanthomonas_taiwanensis
OTU_3404	0.001	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Nannocystaceae;g__Pseudenhygromyxa;s__Pseudenhygromyxa_salsuginis
OTU_3405	0	k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp10;g__Gp10
OTU_3406	0.001	k__Bacteria;p__Parcubacteria;c__Bacilli;o__Lactobacillales;f__Desulfobacteraceae;g__Parcubacteria_genera_incertae_sedis;s__Desulfobacula_phenolica
OTU_3407	0	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta;s__Spirochaeta_dissipatitropha
OTU_3408	0.001	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Syntrophobacteraceae;g__Desulfoglaeba;s__Desulfoglaeba_alkanexedens
OTU_3409	0.003	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Devosia;s__Devosia_albogilva
OTU_3410	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Geobacter;s__Desulfovibrio_simplex
OTU_3411	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Rhodospirillales;f__Chlamydiaceae;g__Acidithiobacillus;s__Acidithiobacillus_albertensis
OTU_3413	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Verrucomicrobiaceae;g__Roseibacillus;s__Roseibacillus_ishigakijimensis
OTU_3414	0.001	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__Gemmatimonas_aurantiaca
OTU_3415	0.001	k__Bacteria;p__Chloroflexi;c__Caldilineae;o__Caldilineales;f__Caldilineaceae;g__Oscillochloris;s__Thermoflexus_hugenholtzii
OTU_3416	0.004	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Cellulosilyticum;s__Cellulosilyticum_lentocellum
OTU_3418	0	k__Bacteria;p__Candidatus_Saccharibacteria;g__Saccharibacteria_genera_incertae_sedis
OTU_3419	0.001	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Syntrophobacter;s__Syntrophobacter_wolinii
OTU_3420	0	k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Rhodopirellula;s__Rhodopirellula_lusitana
OTU_3422	0.001	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__Treponema_zuelzerae
OTU_3423	0	k__Bacteria;p__Chloroflexi;c__Actinobacteria;o__Ardenticatenales;f__Ardenticatenaceae;g__Ardenticatena;s__Ardenticatena_maritima
OTU_3426	0.003	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium_III;s__Bacteroides_cellulosolvens
OTU_3427	0.001	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Acidimicrobiales;f__Acidimicrobineae_incertae_sedis;g__Aciditerrimonas;s__Aciditerrimonas_ferrireducens
OTU_3428	0.002	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae_1;g__Paenibacillus;s__Paenibacillus_alvei
OTU_3430	0.018	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Clostridium_sensu_stricto;s__Clostridium_roseum
OTU_3432	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Desulfoglaeba;s__Desulfoglaeba_alkanexedens
OTU_3433	0.002	k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Thermomicrobiales;f__Thermomicrobiaceae;g__Thermomicrobium;s__Thermomicrobium_carboxidum
OTU_3434	0.003	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Aquaspirillum;s__Oceanibacterium_hippocampi
