OTU ID	Phylum	Class	Order	Family	Genus
OTU_1653	Proteobacteria	Alphaproteobacteria	Armatimonadales	Armatimonadaceae	Armatimonas/Armatimonadetes_gp1
OTU_1660	Acidobacteria	Acidobacteria_Gp2	Unassigned	Unassigned	Gp2
OTU_1663	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Herpetosiphon
OTU_1658	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Gp3
OTU_1667	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Niastella
OTU_1664	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Dickeya
OTU_1672	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Thermogemmatisporaceae	Thermogemmatispora
OTU_1669	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfocarbo
OTU_1665	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta
OTU_1673	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Acidaminobacter
OTU_1670	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_III
OTU_1674	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter
OTU_1678	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Demequina
OTU_1690	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alteromonadaceae	Saccharibacteria_genera_incertae_sedis
OTU_1682	Proteobacteria	Deinococci	Deinococcales	Verrucomicrobiaceae	Saccharibacteria_genera_incertae_sedis
OTU_1662	Firmicutes	Clostridia	Clostridiales	Gracilibacteraceae	Lutispora
OTU_1683	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas
OTU_1679	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Rhodopila
OTU_1666	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Uliginosibacterium
OTU_1697	Verrucomicrobia	Subdivision3	Unassigned	Unassigned	Subdivision3_genera_incertae_sedis
OTU_1691	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Fervidicella
OTU_1677	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Elizabethkingia
OTU_1696	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Roseiflexus
OTU_1692	Proteobacteria	Deltaproteobacteria	Clostridiales	Desulfurellaceae	Gp7
OTU_1684	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Prolixibacter
OTU_1688	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiohalobacter
OTU_1675	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema
OTU_1676	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalicibacterium
OTU_1680	Spirochaetes	Spirochaetia	Spirochaetales	Leptospiraceae	Leptospira
OTU_1703	Actinobacteria	Actinobacteria	Actinomycetales	Coriobacteriaceae	Streptomyces
OTU_1685	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermorudis
OTU_1695	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto
OTU_1704	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira
OTU_1710	Parcubacteria	Bacilli	Lactobacillales	Lactobacillaceae	Parcubacteria_genera_incertae_sedis
OTU_1705	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
OTU_1702	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiohalobacter
OTU_1681	Proteobacteria	Deltaproteobacteria	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
OTU_1699	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Deferribacteraceae	Deferribacter
OTU_1709	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides
OTU_1689	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Psychrosinus
OTU_1708	Actinobacteria	Actinobacteria	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium
OTU_1698	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Mucinivorans
OTU_1716	Proteobacteria	Epsilonproteobacteria	Nautiliales	Nautiliaceae	Nitratifractor
OTU_1711	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Fervidicella
OTU_1706	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobiaceae	Ilumatobacter
OTU_1707	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas
OTU_1700	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Gp3
OTU_1713	Actinobacteria	Actinobacteria	Actinomycetales	Kineosporiaceae	Angustibacter
OTU_1715	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Nannocystis
OTU_1701	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XII	Fusibacter
OTU_1719	Chloroflexi	Deltaproteobacteria	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium
OTU_1723	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter
OTU_1718	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Parafilimonas
OTU_1720	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Mycetocola
OTU_1724	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto
OTU_1722	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Haliscomenobacter
OTU_1726	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas
OTU_1725	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
OTU_1717	Chloroflexi	Ardenticatenia	Ardenticatenales	Ardenticatenaceae	Ardenticatena
OTU_1727	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Thermasporomyces
OTU_1714	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus
OTU_1735	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta
OTU_1733	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinobacterium
OTU_1729	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter
OTU_1739	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ardenticatenaceae	Ardenticatena
OTU_1721	Actinobacteria	Actinobacteria	Actinomycetales	Nakamurellaceae	Nakamurella
OTU_1740	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Latescibacteria_genera_incertae_sedis
OTU_1731	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Roseospira
OTU_1738	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Azohydromonas
OTU_1732	Proteobacteria	Alphaproteobacteria	Cytophagales	Syntrophobacteraceae	Desulfobulbus
OTU_1746	Bacteroidetes	Cytophagia	Cytophagales	Unassigned	Chryseolinea
OTU_1742	Proteobacteria	Gammaproteobacteria	Rhizobiales	Desulfovibrionaceae	Desulfovibrio
OTU_1743	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter
OTU_1749	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea
OTU_1728	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter
OTU_1748	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter
OTU_1734	Proteobacteria	Deltaproteobacteria	Myxococcales	Desulfobacteraceae	Desulfatiglans
OTU_1755	Proteobacteria	Clostridia	Clostridiales	Ruminococcaceae	Campylobacter
OTU_1730	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Microvirgula
OTU_1750	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Dongia
OTU_1747	Firmicutes	Clostridia	Clostridiales	Gracilibacteraceae	Gracilibacter
OTU_1745	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta
OTU_1757	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella
OTU_1756	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera
OTU_1753	Proteobacteria	Actinobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermoanaerobaculum
OTU_1761	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta
OTU_1758	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Gp3
OTU_1762	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia
OTU_1744	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides
OTU_1752	Firmicutes	Clostridia	Clostridiales	Peptococcaceae_1	Desulfosporosinus
OTU_1764	Proteobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Parcubacteria_genera_incertae_sedis
OTU_1763	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter
OTU_1766	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter
OTU_1765	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter
OTU_1751	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum
OTU_1771	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus
OTU_1754	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea
OTU_1775	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum
OTU_1768	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Aciditerrimonas
OTU_1769	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter
OTU_1770	Proteobacteria	Deltaproteobacteria	Myxococcales	Labilitrichaceae	Labilithrix
OTU_1767	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus
OTU_1760	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_III
OTU_1779	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Mycobacterium
OTU_1776	Cyanobacteria	Cyanobacteria	Xanthomonadales	Family_I	GpI
OTU_1788	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Haliscomenobacter
OTU_1784	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Thermoanaerobacterium
OTU_1786	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Gp3
OTU_1783	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas
OTU_1774	Actinobacteria	Actinobacteria	Actinomycetales	Streptosporangiaceae	Nonomuraea
OTU_1787	Armatimonadetes	Unassigned	Unassigned	Unassigned	Armatimonadetes_gp2
OTU_1791	Verrucomicrobia	Subdivision3	Unassigned	Unassigned	Subdivision3_genera_incertae_sedis
OTU_1795	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Tangfeifania
OTU_1780	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
OTU_1777	Firmicutes	Cyanobacteria	Clostridiales	Syntrophomonadaceae	Syntrophomonas
OTU_1794	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter
OTU_1790	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Aquimonas
OTU_1781	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter
OTU_1778	Chloroflexi	Actinobacteria	Solirubrobacterales	Ardenticatenaceae	Ardenticatena
OTU_1782	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geothermobacter
OTU_1789	Acidobacteria	Acidobacteria_Gp6	Unassigned	Unassigned	Gp6
OTU_1800	Proteobacteria	Gammaproteobacteria	Actinomycetales	Pseudonocardiaceae	Desulfovibrio
OTU_1793	Actinobacteria	Actinobacteria	Actinomycetales	Kineosporiaceae	Kineosporia
OTU_1799	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta
OTU_1801	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Kallotenue
OTU_1773	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Herpetosiphon
OTU_1806	Elusimicrobia	Endomicrobia	Desulfobacterales	Desulfobacteraceae	Candidatus_Endomicrobium
OTU_1812	Proteobacteria	Actinobacteria	Actinomycetales	Armatimonadaceae	Armatimonas/Armatimonadetes_gp1
OTU_1797	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Agrococcus
OTU_1785	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus
OTU_1803	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Gp3
OTU_1810	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter
OTU_1805	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Dehalococcoides
OTU_1809	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_incertae_sedis	Hyphomicrobiaceae	Rhizomicrobium
OTU_1802	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Owenweeksia
OTU_1820	Spirochaetes	Spirochaetia	Spirochaetales	Leptospiraceae	Turneriella
OTU_1796	Acidobacteria	Acidobacteria_Gp13	Unassigned	Unassigned	Gp13
OTU_1811	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Reyranella
OTU_1816	Verrucomicrobia	Subdivision3	Unassigned	Unassigned	Subdivision3_genera_incertae_sedis
OTU_1818	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Taonella
OTU_1807	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus
OTU_1798	Acidobacteria	Deltaproteobacteria	Syntrophobacterales	Thermodesulfobacteriaceae	Gp22
OTU_1817	Proteobacteria	Betaproteobacteria	Gallionellales	Gallionellaceae	Sideroxydans
OTU_1821	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium
OTU_1823	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodoplanes
OTU_1819	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum
OTU_1829	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Paraeggerthella
OTU_1804	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae_1	Melghirimyces
OTU_1835	Verrucomicrobia	Subdivision3	Verrucomicrobiales	Verrucomicrobiaceae	Subdivision3_genera_incertae_sedis
OTU_1828	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto
OTU_1824	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas
OTU_1822	Acidobacteria	Acidobacteria_Gp2	Unassigned	Unassigned	Gp2
OTU_1825	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Desulfobacca
OTU_1839	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
OTU_1836	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Leifsonia
OTU_1841	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Armatimonadetes_gp5
OTU_1837	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas
OTU_1833	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
OTU_1842	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas
OTU_1814	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Polyangium
OTU_1830	Verrucomicrobia	Subdivision5	Desulfovibrionales	Chloroplast	Subdivision5_genera_incertae_sedis
OTU_1834	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae_2	Planifilum
OTU_1843	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides
OTU_1845	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptacidiphilus
OTU_1832	Parcubacteria	Clostridia	Clostridiales	Nautiliaceae	Parcubacteria_genera_incertae_sedis
OTU_1844	Parcubacteria	Deltaproteobacteria	Flavobacteriales	Spirochaetaceae	Parcubacteria_genera_incertae_sedis
OTU_1846	Chloroflexi	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces
OTU_1847	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter
OTU_1855	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea
OTU_1853	Proteobacteria	Oligoflexia	Oligoflexales	Oligoflexaceae	Oligoflexus
OTU_1848	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospirillum
OTU_1854	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia
OTU_1868	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides
OTU_1858	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas
OTU_1867	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Melioribacter
OTU_1861	Proteobacteria	Gammaproteobacteria	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium
OTU_1860	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter
OTU_1840	Acidobacteria	Acidobacteria_Gp6	Unassigned	Unassigned	Gp6
OTU_1849	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia
OTU_1871	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Gp3
OTU_1875	Proteobacteria	Gammaproteobacteria	Bacillales	Paenibacillaceae_1	Paenibacillus
OTU_1865	Acidobacteria	Acidobacteria_Gp1	Unassigned	Unassigned	Granulicella
OTU_1851	Latescibacteria	Bacilli	Lactobacillales	Lactobacillaceae	Latescibacteria_genera_incertae_sedis
OTU_1881	Proteobacteria	Gammaproteobacteria	Actinomycetales	Pseudomonadaceae	Pseudomonas
OTU_1877	Actinobacteria	Actinobacteria	Solirubrobacterales	Thermoleophilaceae	Thermoleophilum
OTU_1878	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Rhodothermaceae	Rubrivirga
OTU_1852	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta
OTU_1895	SR1	Gammaproteobacteria	Cytophagales	Flavobacteriaceae	SR1_genera_incertae_sedis
OTU_1880	Firmicutes	Clostridia	Clostridiales	Peptococcaceae_1	Dehalobacter
OTU_1873	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides
OTU_1874	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Niveispirillum
OTU_1891	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira
OTU_1889	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Lewinella
OTU_1893	Acidobacteria	Acidobacteria_Gp21	Bacillales	Veillonellaceae	Gp21
OTU_1859	Actinobacteria	Actinobacteria	Actinomycetales	Coriobacteriaceae	Armatimonadetes_gp2
OTU_1888	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidisphaera
OTU_1890	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
OTU_1879	Latescibacteria	Unassigned	Unassigned	Unassigned	Latescibacteria_genera_incertae_sedis
OTU_1894	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea
OTU_1869	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Belnapia
OTU_1896	Proteobacteria	Deltaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
OTU_1876	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Nocardia
OTU_1902	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Blastopirellula
OTU_1898	Acidobacteria	Acidobacteria_Gp10	Desulfovibrionales	Desulfovibrionaceae	Gp10
OTU_1885	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter
OTU_1899	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
OTU_1907	Spirochaetes	Spirochaetia	Spirochaetales	Leptospiraceae	Leptonema
OTU_1901	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Blastococcus
OTU_1897	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Fontimonas
OTU_1886	Proteobacteria	Alphaproteobacteria	Caulobacterales	Sphingomonadaceae	Sphingomonas
OTU_1887	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Chromobacterium
OTU_1892	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio
OTU_1903	Actinobacteria	Actinobacteria	Actinomycetales	Desulfuromonadaceae	Streptomyces
OTU_1912	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Nitrospirillum
OTU_1913	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Salinispira
OTU_1916	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodospirillaceae	Parcubacteria_genera_incertae_sedis
OTU_1910	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
OTU_1900	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter
OTU_1908	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulfoglaeba
OTU_1924	Parcubacteria	Bacilli	Lactobacillales	Lactobacillaceae	Parcubacteria_genera_incertae_sedis
OTU_1909	Verrucomicrobia	Subdivision3	Verrucomicrobiales	Verrucomicrobiaceae	Subdivision3_genera_incertae_sedis
OTU_1918	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Chondromyces
OTU_1928	Proteobacteria	Deltaproteobacteria	Myxococcales	Geobacteraceae	Geobacter
OTU_1905	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter
OTU_1940	Proteobacteria	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma
OTU_1911	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Ferribacterium
OTU_1922	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter
OTU_1921	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium
OTU_1929	Chloroflexi	Actinobacteria	Thermogemmatisporales	Thermogemmatisporaceae	Thermogemmatispora
OTU_1906	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides
OTU_1932	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides
OTU_1934	Proteobacteria	Gammaproteobacteria	Thermales	Thermaceae	Parcubacteria_genera_incertae_sedis
OTU_1937	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Slackia
OTU_1919	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella
OTU_1926	Bacteroidetes	Cytophagia	Cytophagales	Saprospiraceae	Lewinella
OTU_1939	Chloroflexi	Actinobacteria	Actinomycetales	Caldilineaceae	Ardenticatena
OTU_1917	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
OTU_1942	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_1941	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Aquaspirillum
OTU_1948	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Elizabethkingia
OTU_1930	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Crenobacter
OTU_1933	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Tangfeifania
OTU_1950	Chloroflexi	Ardenticatenia	Ardenticatenales	Ardenticatenaceae	Ardenticatena
OTU_1915	Acidobacteria	Acidobacteria_Gp7	Unassigned	Unassigned	Gp7
OTU_1931	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Ohtaekwangia
OTU_1947	Acidobacteria	Acidobacteria_Gp10	Acanthopleuribacterales	Acanthopleuribacteraceae	Gp10
OTU_1938	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium
OTU_1963	Thaumarchaeota	Unassigned	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera
OTU_1954	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Anaeromyxobacter
OTU_1949	Chloroflexi	Actinobacteria	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium
OTU_1956	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Gp10
OTU_1925	Acidobacteria	Acidobacteria_Gp23	Unassigned	Unassigned	Thermoanaerobaculum
OTU_1962	Chloroflexi	Ardenticatenia	Ardenticatenales	Ardenticatenaceae	Ardenticatena
OTU_1951	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium
OTU_1957	Cyanobacteria	Cyanobacteria	Clostridiales	Family_X	GpX
OTU_1953	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces
OTU_1945	Acidobacteria	Acidobacteria_Gp1	Unassigned	Unassigned	Gp1
OTU_1943	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mobilitalea
OTU_1977	Acidobacteria	Acidobacteria_Gp4	Unassigned	Unassigned	Aridibacter
OTU_1960	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira
OTU_1976	Candidatus_Saccharibacteria	Unassigned	Unassigned	Unassigned	Saccharibacteria_genera_incertae_sedis
OTU_1946	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga
OTU_1965	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter
OTU_1979	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Terrimonas
OTU_1981	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Gp3
OTU_1955	Actinobacteria	Actinobacteria	Actinomycetales	Coriobacteriaceae	Solirubrobacter
OTU_1985	Verrucomicrobia	Subdivision3	Unassigned	Unassigned	Subdivision3_genera_incertae_sedis
OTU_1980	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Terribacillus
OTU_1984	Firmicutes	Clostridia	Clostridiales	Peptococcaceae_1	Thermincola
OTU_1961	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus
OTU_1983	Actinobacteria	Actinobacteria	Actinomycetales	Kineosporiaceae	Quadrisphaera
