Supplementary Table 6: Differential abundance of OTUs between indica and japonica; details of OTUs in each part of Venn diagrams in Figure 3.														
Supplementary Table 6a: Differential abundance of OTUs between indica and japonica in Field I.														
OTUID	logFC	logCPM	P value	FDR 	level	Phylum	Class	Order	Family	Genus	Indica	Japonica	Indica_Soil	Japonica_Soil
OTU_507	0.872	10.739	8.67849E-11	2.36179E-10	Enriched	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Thermomicrobiaceae	Thermomicrobium	0.044	0.024	Depleted	Depleted
OTU_51	0.3	16.306	0.421147522	0.450171915	NotSig	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Dyella	0.383	0.311	Enriched	NotSig
OTU_512	1.411	12.021	3.49285E-23	6.65387E-22	Enriched	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Olsenella	0.113	0.042	Enriched	Enriched
OTU_52	-0.817	13.969	0.006609499	0.009224247	Depleted	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	0.097	0.171	Enriched	Enriched
OTU_525	1.163	12.097	1.22634E-19	9.94116E-19	Enriched	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella	0.142	0.063	Depleted	Depleted
OTU_527	1.616	13.385	0.009333781	0.01279198	Enriched	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	0.008	0.002	Enriched	Enriched
OTU_528	0.92	11.954	5.36681E-05	8.77577E-05	Enriched	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Tangfeifania	0.063	0.033	Enriched	NotSig
OTU_529	0.858	10.906	3.48885E-09	8.15493E-09	Enriched	Chloroflexi	Deltaproteobacteria	Ardenticatenales	Ardenticatenaceae	Ardenticatena	0.047	0.026	Depleted	Depleted
OTU_53	-0.468	14.394	0.037985968	0.048081907	NotSig	Firmicutes	Bacilli	Bacillales	Bacillales_Incertae_Sedis_XII	Exiguobacterium	0.054	0.074	Enriched	Enriched
OTU_5356	0.997	11.434	0.000238497	0.00037394	Enriched	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Dokdonella	0.013	0.006	NotSig	Depleted
OTU_54	0.466	7.758	0.977914085	0.980487543	NotSig	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Tangfeifania	0.001	0.001	Enriched	Enriched
OTU_540	1.33	11.657	6.53812E-24	1.7793E-22	Enriched	Actinobacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	0.129	0.051	Depleted	Depleted
OTU_544	1.047	12.329	2.16933E-15	8.7927E-15	Enriched	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella	0.15	0.073	Depleted	Depleted
OTU_55	-1.636	14.317	2.99666E-08	6.4142E-08	Depleted	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	0.028	0.088	Enriched	Enriched
OTU_56	0.233	10.57	0.015796298	0.020824878	NotSig	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Propionivibrio	0.01	0.008	Enriched	Enriched
OTU_5629	1.126	11.854	1.18392E-18	8.05488E-18	Enriched	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella	0.125	0.057	Depleted	Depleted
OTU_569	-0.769	10.652	0.701413961	0.726192172	NotSig	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Vogesella	0.003	0.005	Enriched	Enriched
OTU_57	1.197	13.116	3.37791E-16	1.53213E-15	Enriched	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Rubrobacter	0.248	0.108	Depleted	Depleted
OTU_574	0.903	11.473	0.042333629	0.052709519	NotSig	Parcubacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Parcubacteria_genera_incertae_sedis	0.031	0.017	Enriched	NotSig
OTU_575	1.007	10.72	1.02334E-11	2.93153E-11	Enriched	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Solirubrobacter	0.043	0.021	Depleted	Depleted
OTU_578	1.121	9.319	1.64698E-12	5.06047E-12	Enriched	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Armatimonadetes_gp5	0.016	0.007	Depleted	Depleted
OTU_58	-0.762	14.253	0.001273903	0.001903361	Depleted	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	0.199	0.338	Enriched	Enriched
OTU_583	0.888	9.978	9.08584E-07	1.76618E-06	Enriched	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	0.021	0.011	Depleted	Depleted
OTU_584	0.971	10.611	1.08179E-07	2.25224E-07	Enriched	Proteobacteria	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	0.016	0.008	Depleted	Depleted
OTU_586	0.434	9.319	0.110825009	0.129921011	NotSig	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira	0.004	0.003	Enriched	Enriched
OTU_587	0.882	10.388	3.57555E-09	8.30662E-09	Enriched	Proteobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Ardenticatena	0.04	0.021	Depleted	Depleted
OTU_5886	0.219	13.256	0.970509637	0.97563106	NotSig	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Actinoplanes	0.014	0.012	Depleted	Depleted
OTU_59	0.698	13.097	0.64874324	0.6771813	NotSig	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	0.025	0.016	Enriched	Enriched
OTU_595	0.725	9.451	5.49064E-07	1.0839E-06	Enriched	Acidobacteria	Acidobacteria_Gp2	Unassigned	Unassigned	Gp2	0.011	0.006	Depleted	Depleted
OTU_5963	-0.134	15.013	0.730739642	0.754503532	NotSig	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	0.145	0.16	Enriched	NotSig
OTU_6	-0.622	16.982	0.031189903	0.039611177	NotSig	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	1.097	1.688	Enriched	Enriched
OTU_60	-0.796	12.916	3.47742E-08	7.40166E-08	Depleted	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga	0.151	0.263	NotSig	NotSig
OTU_608	0.544	12.351	0.080895794	0.096922319	NotSig	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	0.059	0.04	NotSig	Depleted
OTU_61	1.332	13.361	6.32946E-27	8.03841E-25	Enriched	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	0.309	0.123	Enriched	NotSig
OTU_612	1.3	10.472	1.23099E-20	1.20259E-19	Enriched	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	0.046	0.019	Depleted	Depleted
OTU_6184	-0.694	14.243	2.6946E-05	4.64545E-05	Depleted	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Pseudoduganella	0.155	0.251	Enriched	Enriched
OTU_62	-0.423	14.878	0.956539673	0.964131257	NotSig	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	0.447	0.6	Depleted	Depleted
OTU_620	1.246	10.433	5.24489E-23	9.51574E-22	Enriched	Acidobacteria	Acidobacteria_Gp7	Unassigned	Unassigned	Gp7	0.064	0.027	Depleted	Depleted
OTU_628	1.04	15.436	2.25282E-07	4.54141E-07	Enriched	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Chromobacterium	0.179	0.087	Enriched	Enriched
OTU_63	0.905	13.628	2.45868E-12	7.43459E-12	Enriched	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	0.352	0.188	Enriched	Enriched
OTU_637	1.214	10.357	1.03454E-22	1.71373E-21	Enriched	Proteobacteria	Deltaproteobacteria	Myxococcales	Labilitrichaceae	Labilithrix	0.042	0.018	Depleted	Depleted
OTU_649	0.704	12.204	0.004967124	0.007061471	Enriched	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Alkanibacter	0.014	0.008	Depleted	Depleted
OTU_65	2.453	11.662	0.265809694	0.291854448	NotSig	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiliaceae	Natronoflexus	0.003	0	Enriched	Enriched
OTU_66	1.219	14.553	6.59365E-22	8.97207E-21	Enriched	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Desulfomonile	0.253	0.109	NotSig	Depleted
OTU_669	1.3	11.913	7.52898E-21	7.75282E-20	Enriched	Actinobacteria	Actinobacteria	Solirubrobacterales	Conexibacteraceae	Conexibacter	0.109	0.044	Depleted	Depleted
OTU_67	0.842	15.471	8.9183E-06	1.63359E-05	Enriched	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	0.149	0.083	NotSig	NotSig
OTU_675	1.357	10.586	1.6193E-23	3.62913E-22	Enriched	Acidobacteria	Acidobacteria_Gp1	Unassigned	Unassigned	Gp1	0.048	0.019	Depleted	Depleted
OTU_679	1.099	11.089	1.32373E-14	4.89653E-14	Enriched	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Atopobium	0.061	0.028	Depleted	Depleted
OTU_68	1.039	12.152	4.30113E-10	1.10725E-09	Enriched	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiliaceae	Mangroviflexus	0.089	0.043	Enriched	Enriched
OTU_69	0.296	12.943	0.839468326	0.857473009	NotSig	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium	0.047	0.039	Enriched	Enriched
OTU_7	1.27	17.799	1.2741E-14	4.75915E-14	Enriched	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Curvibacter	5.559	2.306	Enriched	Enriched
OTU_70	-1.416	15.318	4.80323E-07	9.53141E-07	Depleted	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	0.266	0.709	Enriched	Enriched
OTU_701	0.727	12.424	9.63341E-07	1.8537E-06	Enriched	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	0.071	0.043	NotSig	Depleted
OTU_703	1.131	13.354	0.239418337	0.265169728	NotSig	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	0.009	0.004	Enriched	Enriched
OTU_71	-0.193	14.449	0.921599683	0.936345278	NotSig	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	0.239	0.274	NotSig	Enriched
OTU_712	1.378	10.272	5.61436E-21	5.94186E-20	Enriched	Verrucomicrobia	Subdivision3	Unassigned	Unassigned	Subdivision3_genera_incertae_sedis	0.039	0.015	Depleted	Depleted
OTU_715	0.863	12.355	4.23157E-06	7.82636E-06	Enriched	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	0.057	0.031	Enriched	Enriched
OTU_716	1.163	10.694	2.91927E-18	1.91766E-17	Enriched	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	0.041	0.018	Depleted	Depleted
OTU_72	-1.349	14.799	3.40484E-05	5.81724E-05	Depleted	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Aquitalea	0.084	0.215	Enriched	NotSig
OTU_722	1.08	9.181	1.16424E-09	2.86177E-09	Enriched	Acidobacteria	Acidobacteria_Gp1	Unassigned	Unassigned	Gp1	0.014	0.007	Depleted	Depleted
OTU_73	0.154	14.754	4.64663E-06	8.5525E-06	NotSig	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	0.073	0.066	Enriched	Enriched
OTU_730	1.047	10.325	5.81359E-16	2.48874E-15	Enriched	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	0.039	0.019	Depleted	Depleted
OTU_75	-1.536	14.911	1.72867E-14	6.33292E-14	Depleted	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	0.192	0.556	Enriched	Enriched
OTU_755	1.017	10.629	1.98707E-14	7.1422E-14	Enriched	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Dactylosporangium	0.046	0.023	Depleted	Depleted
OTU_777	0.929	10.572	3.2079E-14	1.1111E-13	Enriched	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	0.05	0.026	Depleted	Depleted
OTU_78	0.247	14.167	0.119709381	0.139052665	NotSig	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	0.13	0.109	NotSig	Enriched
OTU_786	1.219	11.306	8.37943E-24	2.12838E-22	Enriched	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Dissulfuribacter	0.102	0.044	Depleted	Depleted
OTU_791	1.103	10.14	5.96161E-15	2.34162E-14	Enriched	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	0.03	0.014	Depleted	Depleted
OTU_8	0.753	13.418	1.513E-06	2.89675E-06	Enriched	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Anaeromyxobacter	0.194	0.115	Enriched	Enriched
OTU_80	1.195	13.955	6.23342E-17	3.16658E-16	Enriched	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Tangfeifania	0.348	0.152	Enriched	Enriched
OTU_800	1.516	9.389	2.76047E-14	9.73832E-14	Enriched	Proteobacteria	Betaproteobacteria	Burkholderiales	Sulfuricellaceae	Sulfuriferula	0.014	0.005	Depleted	Depleted
OTU_807	1.078	9.357	1.80664E-14	6.55554E-14	Enriched	Proteobacteria	Deltaproteobacteria	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	0.018	0.009	Depleted	Depleted
OTU_81	0.792	14.905	8.65151E-13	2.67986E-12	Enriched	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Sulfuritalea	0.834	0.482	Enriched	Enriched
OTU_82	0.261	13.553	0.244445993	0.269173188	NotSig	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Dechloromonas	0.117	0.097	Enriched	Enriched
OTU_824	0.849	9.413	4.29136E-05	7.17109E-05	Enriched	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Streptomyces	0.011	0.006	Depleted	Depleted
OTU_83	1.112	12.99	0.063747071	0.077596275	NotSig	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Actinoplanes	0.008	0.004	Enriched	Enriched
OTU_837	1.207	10.959	4.27063E-16	1.88427E-15	Enriched	Actinobacteria	Actinobacteria	Actinomycetales	Thermomonosporaceae	Actinoallomurus	0.048	0.021	Depleted	Depleted
OTU_84	0.724	13.462	9.50988E-06	1.73362E-05	Enriched	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Chondromyces	0.057	0.034	Enriched	Enriched
OTU_841	1.519	8.999	5.65159E-18	3.47299E-17	Enriched	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	0.015	0.005	Depleted	Depleted
OTU_85	0.794	14.734	0.000456863	0.000707581	Enriched	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	0.42	0.242	NotSig	NotSig
OTU_853	0.773	11.539	1.06585E-08	2.36097E-08	Enriched	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter	0.037	0.021	Depleted	Depleted
OTU_86	-2.082	14.845	7.66908E-12	2.21358E-11	Depleted	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	0.065	0.276	Enriched	Enriched
OTU_861	1.882	14.142	1.93596E-22	3.07334E-21	Enriched	Proteobacteria	Betaproteobacteria	Gallionellales	Gallionellaceae	Sideroxydans	0.406	0.11	NotSig	Depleted
OTU_865	0.291	8.901	0.447458457	0.4735602	NotSig	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	0.001	0.001	Enriched	Enriched
OTU_869	1.039	13.449	1.49964E-05	2.66993E-05	Enriched	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Aquimonas	0.032	0.015	Depleted	Depleted
OTU_87	0.449	11.811	0.101349824	0.119179886	NotSig	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter	0.01	0.007	Enriched	Enriched
OTU_870	0.598	9.407	2.60041E-05	4.50344E-05	Enriched	Acidobacteria	Acidobacteria_Gp1	Unassigned	Unassigned	Gp1	0.012	0.008	Depleted	Depleted
OTU_872	1.285	9.102	2.98908E-13	9.65119E-13	Enriched	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	0.02	0.008	Depleted	Depleted
OTU_88	1.475	13.698	2.71337E-06	5.09259E-06	Enriched	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XII	Acidaminobacter	0.08	0.029	Enriched	Enriched
OTU_882	0.214	11.299	0.000152919	0.000242759	NotSig	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	0.053	0.046	Depleted	Depleted
OTU_888	0.991	10.95	2.35842E-11	6.60705E-11	Enriched	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	0.049	0.025	Depleted	Depleted
OTU_89	1.006	12.771	2.10738E-10	5.53731E-10	Enriched	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiliaceae	Mangroviflexus	0.18	0.089	Enriched	NotSig
OTU_894	-1.795	13.258	0.643483278	0.673536069	NotSig	Actinobacteria	Actinobacteria	Actinomycetales	Promicromonosporaceae	Promicromonospora	0.004	0.013	Enriched	Enriched
OTU_899	1.475	9.416	1.14332E-18	7.92012E-18	Enriched	Acidobacteria	Acidobacteria_Gp13	Holophagales	Holophagaceae	Gp13	0.018	0.007	Depleted	Depleted
OTU_9	1.403	17.182	1.57249E-20	1.46126E-19	Enriched	Proteobacteria	Betaproteobacteria	Gallionellales	Gallionellaceae	Sideroxydans	4.201	1.588	Enriched	Enriched
OTU_90	-0.72	10.385	0.776381612	0.79730834	NotSig	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira	0.008	0.013	Enriched	Enriched
OTU_906	1.222	12.838	4.66416E-21	5.07727E-20	Enriched	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella	0.237	0.101	Depleted	Depleted
OTU_91	0.726	14.012	0.014065285	0.018803065	NotSig	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Paludibacter	0.233	0.141	Enriched	NotSig
OTU_92	0.226	6.864	0.982032194	0.982032194	NotSig	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio	0.001	0.001	Enriched	Enriched
OTU_926	1.162	11.099	1.07231E-20	1.07513E-19	Enriched	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	0.08	0.036	Depleted	Depleted
OTU_93	1.133	13.216	1.25455E-17	7.35359E-17	Enriched	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	0.247	0.112	Depleted	Depleted
OTU_94	-0.618	14.655	0.004120474	0.005879778	Depleted	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	0.275	0.422	Enriched	Enriched
OTU_95	-0.603	11.687	0.040234654	0.05059209	NotSig	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	0.006	0.009	Enriched	Enriched
OTU_96	-0.3	14.794	0.014514272	0.019268076	NotSig	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	0.147	0.181	Enriched	Enriched
OTU_961	1.18	11.097	9.32671E-18	5.64044E-17	Enriched	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Candidatus_Solibacter	0.062	0.027	Depleted	Depleted
OTU_97	0.487	13.94	0.217848383	0.244118335	NotSig	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tabrizicola	0.167	0.119	Enriched	Enriched
OTU_98	-4.425	15.694	0.688091181	0.714339891	NotSig	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	0.003	0.07	Enriched	Enriched
OTU_99	0.849	12.613	0.000837495	0.001266212	Enriched	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobiaceae	Ilumatobacter	0.041	0.023	Enriched	Enriched
